tair_id,gene_length,in_rnaseq,in_microarray
AT2G15750,,False,True
AT2G15760,1395.0,True,True
AT2G15770,906.0,True,False
AT2G15780,1106.0,True,True
AT2G15790,1513.0,True,True
AT2G15800,,False,True
AT2G15810,,True,True
AT2G15815,,True,False
AT2G15820,2793.0,True,True
AT2G15830,737.0,True,True
AT2G15840,,True,False
AT2G15850,,True,False
AT2G15860,2549.0,True,True
AT2G15870,,True,True
AT2G15880,2709.0,True,True
AT2G15890,1622.0,True,True
AT2G15900,3607.0,True,True
AT2G15910,2526.0,True,False
AT2G15920,,True,True
AT2G15930,,False,True
AT2G15940,,True,True
AT2G15950,74.0,True,False
AT2G15960,771.0,True,True
AT2G15970,1086.0,True,True
AT2G15980,1497.0,True,False
AT2G16000,,True,True
AT2G16005,819.0,True,True
AT2G16010,,False,True
AT2G16015,336.0,True,False
AT2G16018,988.0,True,False
AT2G16020,231.0,False,True
AT2G16030,1335.0,True,False
AT2G16040,1238.0,False,True
AT2G16050,1157.0,True,False
AT2G16060,989.0,True,True
AT2G16070,1700.0,True,True
AT2G16090,2925.0,True,True
AT2G16100,,True,True
AT2G16110,,True,True
AT2G16120,1536.0,True,True
AT2G16130,1878.0,True,False
AT2G16145,80.0,True,False
AT2G16160,,False,True
AT2G16190,1128.0,True,True
AT2G16200,489.0,True,True
AT2G16210,1384.0,True,True
AT2G16220,1224.0,True,False
AT2G16225,267.0,True,False
AT2G16230,1666.0,True,True
AT2G16240,72.0,True,False
AT2G16250,3173.0,True,True
AT2G16260,,True,True
AT2G16270,2717.0,True,True
AT2G16280,2153.0,True,True
AT2G16290,1248.0,True,True
AT2G16300,1330.0,True,False
AT2G16310,,True,False
AT2G16320,,True,False
AT2G16330,,True,True
AT2G16340,285.0,True,True
AT2G16350,,False,True
AT2G16360,330.0,True,True
AT2G16365,3711.0,True,False
AT2G16367,,True,False
AT2G16370,2410.0,True,True
AT2G16380,2413.0,True,True
AT2G16385,658.0,True,False
AT2G16390,3194.0,True,True
AT2G16400,2224.0,True,True
AT2G16405,2327.0,True,False
AT2G16410,,False,True
AT2G16430,1939.0,True,True
AT2G16440,2865.0,True,True
AT2G16450,1413.0,True,True
AT2G16460,1339.0,True,True
AT2G16480,,False,True
AT2G16485,5948.0,True,False
AT2G16490,865.0,True,False
AT2G16500,2917.0,True,True
AT2G16505,820.0,True,False
AT2G16510,1634.0,True,True
AT2G16520,496.0,True,True
AT2G16530,1908.0,True,True
AT2G16535,563.0,True,False
AT2G16550,,True,False
AT2G16560,,True,False
AT2G16570,2146.0,True,True
AT2G16575,513.0,True,False
AT2G16580,934.0,True,True
AT2G16586,1135.0,True,False
AT2G16590,,False,True
AT2G16592,631.0,True,False
AT2G16594,309.0,True,False
AT2G16595,1291.0,True,True
AT2G16600,1333.0,True,True
AT2G16610,,False,True
AT2G16620,402.0,True,True
AT2G16630,1520.0,True,True
AT2G16640,4445.0,True,True
AT2G16650,2262.0,True,True
AT2G16660,3118.0,True,True
AT2G16670,,True,True
AT2G16676,1878.0,True,False
AT2G16680,,False,True
AT2G16690,,True,True
AT2G16700,1570.0,True,True
AT2G16710,883.0,True,True
AT2G16720,1287.0,True,True
AT2G16730,2991.0,True,True
AT2G16740,923.0,True,True
AT2G16750,2546.0,True,True
AT2G16760,1229.0,True,True
AT2G16770,1574.0,True,False
AT2G16780,1592.0,True,True
AT2G16790,1324.0,True,True
AT2G16800,1450.0,True,True
AT2G16810,1534.0,True,True
AT2G16820,,False,True
AT2G16830,,True,True
AT2G16835,243.0,False,True
AT2G16840,,False,True
AT2G16850,1479.0,True,True
AT2G16860,1803.0,True,True
AT2G16870,3547.0,True,True
AT2G16880,2526.0,True,True
AT2G16890,2455.0,True,True
AT2G16895,,True,False
AT2G16900,2600.0,True,True
AT2G16905,,True,False
AT2G16910,1893.0,True,True
AT2G16920,3859.0,True,True
AT2G16930,1078.0,True,True
AT2G16940,2672.0,True,True
AT2G16950,3473.0,True,True
AT2G16953,195.0,True,False
AT2G16960,1710.0,True,True
AT2G16970,1874.0,True,True
AT2G16980,2671.0,True,True
AT2G16990,2211.0,True,True
AT2G17000,2958.0,True,True
AT2G17010,2894.0,True,False
AT2G17020,2406.0,True,True
AT2G17030,1596.0,True,True
AT2G17033,2218.0,True,True
AT2G17036,1455.0,True,False
AT2G17040,1316.0,True,True
AT2G17050,4540.0,True,True
AT2G17060,3979.0,True,True
AT2G17064,,True,False
AT2G17070,1134.0,True,True
AT2G17080,990.0,True,True
AT2G17090,1583.0,True,True
AT2G17110,2991.0,True,True
AT2G17120,1450.0,True,True
AT2G17130,1493.0,True,True
AT2G17140,3239.0,True,True
AT2G17150,4642.0,True,True
AT2G17160,288.0,True,True
AT2G17170,987.0,True,True
AT2G17180,1022.0,True,True
AT2G17190,2265.0,True,False
AT2G17200,2058.0,True,True
AT2G17210,2211.0,True,True
AT2G17220,1896.0,True,True
AT2G17230,1757.0,True,True
AT2G17240,835.0,True,True
AT2G17250,2073.0,True,True
AT2G17260,3296.0,True,True
AT2G17265,1415.0,True,True
AT2G17270,1673.0,True,True
AT2G17280,1235.0,True,True
AT2G17290,2645.0,True,True
AT2G17295,80.0,True,False
AT2G17300,1128.0,True,True
AT2G17305,1173.0,True,False
AT2G17310,1219.0,True,True
AT2G17320,1366.0,True,False
AT2G17330,,True,True
AT2G17340,1700.0,True,True
AT2G17350,829.0,True,True
AT2G17360,1212.0,True,True
AT2G17370,2273.0,True,True
AT2G17380,892.0,True,True
AT2G17390,1517.0,True,True
AT2G17400,,False,True
AT2G17410,3188.0,True,True
AT2G17420,2195.0,True,True
AT2G17430,1783.0,True,True
AT2G17440,2321.0,True,True
AT2G17442,1490.0,True,False
AT2G17450,1459.0,True,True
AT2G17470,1936.0,True,True
AT2G17480,2473.0,True,True
AT2G17490,,True,True
AT2G17500,1780.0,True,True
AT2G17510,3298.0,True,True
AT2G17520,2994.0,True,True
AT2G17525,2290.0,True,False
AT2G17530,2041.0,True,True
AT2G17540,1370.0,True,True
AT2G17550,3432.0,True,True
AT2G17560,1057.0,True,True
AT2G17570,1561.0,True,True
AT2G17580,2730.0,True,True
AT2G17590,2205.0,True,True
AT2G17600,1743.0,True,True
AT2G17610,,False,True
AT2G17620,1660.0,True,True
AT2G17630,1518.0,True,True
AT2G17640,1401.0,True,True
AT2G17650,2191.0,True,True
AT2G17660,568.0,True,True
AT2G17670,1958.0,True,True
AT2G17680,1371.0,True,True
AT2G17690,1625.0,True,False
AT2G17695,2244.0,True,False
AT2G17700,2232.0,True,True
AT2G17705,858.0,True,False
AT2G17710,911.0,True,True
AT2G17720,1426.0,True,True
AT2G17723,267.0,True,False
AT2G17730,1582.0,True,True
AT2G17740,1059.0,True,True
AT2G17750,1237.0,True,True
AT2G17760,2032.0,True,True
AT2G17770,1345.0,True,True
AT2G17780,2806.0,True,False
AT2G17785,608.0,True,False
AT2G17787,1558.0,True,False
AT2G17790,2817.0,True,True
AT2G17800,1458.0,True,True
AT2G17820,4376.0,True,True
AT2G17830,1557.0,True,True
AT2G17840,1905.0,True,True
AT2G17845,939.0,True,True
AT2G17850,717.0,True,True
AT2G17860,902.0,True,True
AT2G17870,1749.0,True,True
AT2G17880,1276.0,True,True
AT2G17890,2235.0,True,True
AT2G17900,1793.0,True,True
AT2G17905,527.0,True,False
AT2G17910,,True,True
AT2G17920,1576.0,True,True
AT2G17930,12118.0,True,True
AT2G17940,824.0,True,True
AT2G17950,1248.0,True,True
AT2G17960,366.0,False,True
AT2G17970,2391.0,True,True
AT2G17972,746.0,True,True
AT2G17975,1122.0,True,True
AT2G17980,2289.0,True,True
AT2G17990,1740.0,True,True
AT2G18000,1201.0,True,False
AT2G18010,872.0,True,True
AT2G18020,1177.0,True,True
AT2G18030,1366.0,True,True
AT2G18040,1171.0,True,True
AT2G18042,,True,False
AT2G18050,967.0,True,True
AT2G18060,1803.0,True,True
AT2G18070,471.0,True,True
AT2G18080,1797.0,True,True
AT2G18090,3304.0,True,True
AT2G18100,2593.0,True,True
AT2G18110,1126.0,True,True
AT2G18115,,True,True
AT2G18120,1238.0,True,True
AT2G18130,1326.0,True,False
AT2G18140,1014.0,True,True
AT2G18150,1404.0,True,False
AT2G18160,1231.0,True,True
AT2G18170,1842.0,True,True
AT2G18180,2267.0,True,True
AT2G18190,1835.0,True,True
AT2G18193,1857.0,True,False
AT2G18196,1910.0,True,False
AT2G18200,405.0,True,True
AT2G18210,961.0,True,True
AT2G18220,2474.0,True,True
AT2G18230,1028.0,True,True
AT2G18240,1324.0,True,True
AT2G18245,1842.0,True,True
AT2G18250,931.0,True,True
AT2G18260,1428.0,True,True
AT2G18270,249.0,True,True
AT2G18280,1955.0,True,True
AT2G18290,1028.0,True,True
AT2G18300,1971.0,True,True
AT2G18310,74.0,True,False
AT2G18320,374.0,True,True
AT2G18323,,True,False
AT2G18328,670.0,True,False
AT2G18330,2298.0,True,True
AT2G18340,1562.0,True,True
AT2G18350,1380.0,True,True
AT2G18360,1371.0,True,True
AT2G18370,899.0,True,True
AT2G18380,1048.0,True,True
AT2G18390,879.0,True,True
AT2G18400,643.0,True,True
AT2G18410,1570.0,True,True
AT2G18420,592.0,True,True
AT2G18440,1696.0,True,True
AT2G18450,2089.0,True,True
AT2G18460,984.0,True,False
AT2G18465,1263.0,True,False
AT2G18470,3063.0,True,True
AT2G18480,2042.0,True,True
AT2G18490,1121.0,True,True
AT2G18500,1317.0,True,True
AT2G18510,1788.0,True,True
AT2G18520,1581.0,True,True
AT2G18530,642.0,False,True
AT2G18540,2435.0,True,True
AT2G18550,1058.0,True,True
AT2G18560,1968.0,True,False
AT2G18570,1993.0,True,True
AT2G18580,,False,True
AT2G18590,1465.0,True,True
AT2G18600,906.0,True,True
AT2G18610,,False,True
AT2G18620,1364.0,True,True
AT2G18630,2290.0,True,True
AT2G18640,1443.0,True,True
AT2G18650,1731.0,True,True
AT2G18660,2106.0,True,True
AT2G18670,1166.0,True,True
AT2G18680,1166.0,True,True
AT2G18690,1974.0,True,True
AT2G18700,2945.0,True,True
AT2G18710,1836.0,True,True
AT2G18720,1754.0,True,True
AT2G18730,1965.0,True,True
AT2G18735,958.0,True,False
AT2G18740,774.0,True,True
AT2G18750,2907.0,True,True
AT2G18760,5088.0,True,True
AT2G18770,1394.0,True,True
AT2G18780,1403.0,True,True
AT2G18790,4528.0,True,True
AT2G18800,1196.0,True,True
AT2G18810,705.0,True,True
AT2G18820,,False,True
AT2G18830,198.0,False,True
AT2G18840,1271.0,True,True
AT2G18850,2103.0,True,True
AT2G18860,1734.0,True,False
AT2G18870,720.0,True,True
AT2G18876,1683.0,True,False
AT2G18880,2108.0,True,True
AT2G18890,2445.0,True,True
AT2G18900,2796.0,True,True
AT2G18910,975.0,True,True
AT2G18915,2344.0,True,True
AT2G18920,408.0,True,True
AT2G18930,,False,True
AT2G18938,789.0,True,False
AT2G18940,2774.0,True,True
AT2G18950,2034.0,True,True
AT2G18960,4573.0,True,True
AT2G18969,575.0,True,False
AT2G18970,531.0,False,True
AT2G18980,1202.0,True,True
AT2G18990,1078.0,True,True
AT2G19000,692.0,True,True
AT2G19010,1376.0,True,True
AT2G19020,351.0,True,False
AT2G19030,456.0,True,False
AT2G19040,332.0,True,True
AT2G19045,460.0,True,False
AT2G19050,1315.0,True,True
AT2G19060,1890.0,True,True
AT2G19070,1530.0,True,True
AT2G19080,1572.0,True,True
AT2G19090,3186.0,True,False
AT2G19100,,True,True
AT2G19110,4256.0,True,True
AT2G19120,4070.0,True,True
AT2G19130,2846.0,True,True
AT2G19140,,False,True
AT2G19146,567.0,True,False
AT2G19150,1260.0,True,True
AT2G19160,2752.0,True,False
AT2G19170,3374.0,True,True
AT2G19180,1079.0,True,True
AT2G19190,2700.0,True,True
AT2G19200,,True,True
AT2G19210,2646.0,True,True
AT2G19220,1320.0,True,False
AT2G19230,3082.0,True,True
AT2G19240,2717.0,True,False
AT2G19250,,True,True
AT2G19260,2738.0,True,False
AT2G19270,1323.0,True,True
AT2G19280,3619.0,True,True
AT2G19290,228.0,True,True
AT2G19300,180.0,True,True
AT2G19310,1108.0,True,True
AT2G19320,418.0,True,True
AT2G19330,1229.0,True,True
AT2G19340,1822.0,True,True
AT2G19350,745.0,True,True
AT2G19360,1281.0,True,True
AT2G19365,262.0,True,False
AT2G19370,,False,True
AT2G19380,2299.0,True,True
AT2G19385,1253.0,True,True
AT2G19390,4681.0,True,True
AT2G19400,2190.0,True,True
AT2G19410,2734.0,True,True
AT2G19420,435.0,True,True
AT2G19425,103.0,True,False
AT2G19430,1529.0,True,True
AT2G19440,1790.0,True,True
AT2G19450,2280.0,True,True
AT2G19460,907.0,True,True
AT2G19470,1918.0,True,True
AT2G19480,1809.0,True,True
AT2G19490,1732.0,True,False
AT2G19500,1667.0,True,True
AT2G19510,430.0,True,True
AT2G19520,2181.0,True,True
AT2G19530,1110.0,True,False
AT2G19540,1653.0,True,True
AT2G19550,999.0,True,True
AT2G19560,1581.0,True,True
AT2G19570,1401.0,True,True
AT2G19572,1572.0,True,False
AT2G19580,1204.0,True,True
AT2G19590,2358.0,True,True
AT2G19600,2456.0,True,True
AT2G19610,1917.0,True,True
AT2G19620,1862.0,True,True
AT2G19630,930.0,True,True
AT2G19640,1729.0,True,True
AT2G19650,2424.0,True,True
AT2G19660,2206.0,True,True
AT2G19670,1559.0,True,True
AT2G19680,1165.0,True,True
AT2G19690,990.0,True,False
AT2G19700,695.0,True,True
AT2G19710,3287.0,True,True
AT2G19720,730.0,True,True
AT2G19730,847.0,True,True
AT2G19740,809.0,True,True
AT2G19750,659.0,True,True
AT2G19760,939.0,True,True
AT2G19770,961.0,True,True
AT2G19780,2090.0,True,True
AT2G19790,849.0,True,True
AT2G19800,1620.0,True,True
AT2G19802,442.0,True,False
AT2G19803,,True,False
AT2G19810,1727.0,True,True
AT2G19820,387.0,True,False
AT2G19830,1243.0,True,True
AT2G19840,,True,True
AT2G19850,1322.0,True,True
AT2G19860,2477.0,True,True
AT2G19870,2218.0,True,False
AT2G19880,2435.0,True,True
AT2G19890,2011.0,True,True
AT2G19893,225.0,True,False
AT2G19900,2226.0,True,True
AT2G19910,3368.0,True,False
AT2G19920,3313.0,True,False
AT2G19930,3334.0,True,True
AT2G19940,1912.0,True,True
AT2G19950,3058.0,True,True
AT2G19960,858.0,True,True
AT2G19970,926.0,True,True
AT2G19980,661.0,True,True
AT2G19990,832.0,True,True
AT2G20000,3089.0,True,True
AT2G20010,3620.0,True,True
AT2G20020,2402.0,True,True
AT2G20030,1505.0,True,True
AT2G20040,,False,True
AT2G20050,4256.0,True,True
AT2G20060,1413.0,True,True
AT2G20070,511.0,True,True
AT2G20080,1390.0,True,True
AT2G20090,,False,True
AT2G20100,2438.0,True,True
AT2G20110,2667.0,True,True
AT2G20120,1285.0,True,False
AT2G20130,1348.0,True,True
AT2G20140,1775.0,True,True
AT2G20142,1032.0,True,False
AT2G20145,,False,True
AT2G20150,1284.0,False,True
AT2G20160,676.0,True,True
AT2G20170,1630.0,True,True
AT2G20180,2344.0,True,True
AT2G20190,4905.0,True,True
AT2G20200,,False,True
AT2G20208,452.0,True,False
AT2G20210,2181.0,True,True
AT2G20220,,False,True
AT2G20230,1388.0,True,True
AT2G20240,2488.0,True,True
AT2G20250,2670.0,True,True
AT2G20260,607.0,True,True
AT2G20270,977.0,True,True
AT2G20280,1731.0,True,True
AT2G20290,5133.0,True,True
AT2G20298,,True,False
AT2G20300,3311.0,True,True
AT2G20310,1730.0,True,True
AT2G20320,3859.0,True,True
AT2G20330,2332.0,True,True
AT2G20340,1909.0,True,True
AT2G20350,528.0,True,True
AT2G20360,1791.0,True,True
AT2G20362,1149.0,True,False
AT2G20370,2463.0,True,True
AT2G20380,1047.0,True,True
AT2G20390,1318.0,True,True
AT2G20400,1904.0,True,True
AT2G20410,1718.0,True,True
AT2G20420,1811.0,True,True
AT2G20430,1311.0,True,True
AT2G20440,2177.0,True,True
AT2G20450,804.0,True,True
AT2G20460,,True,True
AT2G20463,368.0,True,False
AT2G20465,395.0,True,False
AT2G20470,2203.0,True,True
AT2G20480,903.0,True,True
AT2G20490,617.0,True,True
AT2G20495,1202.0,True,False
AT2G20500,925.0,True,True
AT2G20510,1590.0,True,True
AT2G20515,1021.0,True,True
AT2G20520,1009.0,True,True
AT2G20530,1239.0,True,True
AT2G20540,2017.0,True,True
AT2G20550,1302.0,True,True
AT2G20555,,True,False
AT2G20560,1533.0,True,True
AT2G20562,641.0,True,False
AT2G20570,1731.0,True,True
AT2G20580,3091.0,True,True
AT2G20585,1501.0,True,True
AT2G20590,1793.0,True,False
AT2G20595,453.0,True,True
AT2G20597,404.0,True,False
AT2G20605,346.0,True,False
AT2G20610,1874.0,True,True
AT2G20613,408.0,True,False
AT2G20616,636.0,True,True
AT2G20618,346.0,True,False
AT2G20619,201.0,True,False
AT2G20620,870.0,True,True
AT2G20625,573.0,True,True
AT2G20630,1912.0,True,True
AT2G20635,1942.0,True,False
AT2G20650,2526.0,True,True
AT2G20660,306.0,True,True
AT2G20670,1463.0,True,True
AT2G20680,2040.0,True,True
AT2G20690,1206.0,True,True
AT2G20700,691.0,True,True
AT2G20710,1919.0,True,True
AT2G20720,2221.0,True,True
AT2G20722,75.0,True,False
AT2G20723,74.0,True,False
AT2G20725,1772.0,True,True
AT2G20730,,False,True
AT2G20740,1353.0,True,True
AT2G20750,1526.0,True,True
AT2G20760,1682.0,True,True
AT2G20770,1624.0,True,True
AT2G20780,2157.0,True,True
AT2G20784,260.0,True,False
AT2G20790,2886.0,True,True
AT2G20800,2076.0,True,True
AT2G20805,569.0,True,True
AT2G20810,1915.0,True,True
AT2G20815,2417.0,True,False
AT2G20816,,True,False
AT2G20818,,True,False
AT2G20820,935.0,True,True
AT2G20825,1424.0,True,False
AT2G20830,2010.0,True,True
AT2G20835,454.0,True,False
AT2G20840,1614.0,True,True
AT2G20850,3026.0,True,True
AT2G20860,2101.0,True,True
AT2G20870,786.0,True,True
AT2G20875,866.0,True,True
AT2G20880,1344.0,True,True
AT2G20890,1333.0,True,True
AT2G20900,2472.0,True,True
AT2G20910,,True,False
AT2G20920,1426.0,True,True
AT2G20930,944.0,True,True
AT2G20940,908.0,True,True
AT2G20950,2939.0,True,True
AT2G20960,2907.0,True,True
AT2G20970,1047.0,True,True
AT2G20980,1608.0,True,True
AT2G20990,2439.0,True,True
AT2G21000,,False,True
AT2G21010,771.0,True,False
AT2G21020,,True,True
AT2G21030,923.0,True,True
AT2G21040,786.0,True,True
AT2G21045,891.0,True,True
AT2G21050,1882.0,True,True
AT2G21060,1017.0,True,True
AT2G21070,2055.0,True,True
AT2G21080,1529.0,True,True
AT2G21090,2207.0,True,True
AT2G21100,1108.0,True,True
AT2G21110,649.0,True,True
AT2G21120,1920.0,True,True
AT2G21130,1084.0,True,True
AT2G21140,1331.0,True,True
AT2G21150,1564.0,True,True
AT2G21160,1219.0,True,True
AT2G21170,1523.0,True,True
AT2G21172,,True,False
AT2G21180,972.0,True,True
AT2G21185,612.0,True,True
AT2G21187,1206.0,True,False
AT2G21188,370.0,True,False
AT2G21190,1333.0,True,True
AT2G21195,697.0,True,True
AT2G21200,898.0,True,True
AT2G21210,1402.0,True,True
AT2G21220,827.0,True,True
AT2G21230,2897.0,True,True
AT2G21235,1718.0,True,False
AT2G21237,680.0,True,False
AT2G21240,1412.0,True,True
AT2G21250,1355.0,True,False
AT2G21260,1196.0,True,True
AT2G21270,1803.0,True,True
AT2G21280,1507.0,True,True
AT2G21290,800.0,True,True
AT2G21300,3574.0,True,True
AT2G21310,,True,True
AT2G21320,1093.0,True,True
AT2G21330,2043.0,True,True
AT2G21340,2479.0,True,True
AT2G21350,934.0,True,False
AT2G21360,72.0,True,False
AT2G21370,1936.0,True,True
AT2G21380,3884.0,True,True
AT2G21385,1551.0,True,True
AT2G21390,4284.0,True,True
AT2G21400,841.0,True,False
AT2G21410,3068.0,True,True
AT2G21420,1407.0,True,True
AT2G21430,1367.0,True,True
AT2G21440,3441.0,True,True
AT2G21450,2998.0,True,True
AT2G21455,720.0,True,False
AT2G21460,,True,True
AT2G21465,420.0,True,False
AT2G21470,2646.0,True,True
AT2G21480,2978.0,True,True
AT2G21490,862.0,True,True
AT2G21500,2008.0,True,False
AT2G21510,1538.0,True,True
AT2G21520,2634.0,True,True
AT2G21530,894.0,True,True
AT2G21540,2561.0,True,True
AT2G21550,1787.0,True,True
AT2G21560,1373.0,True,True
AT2G21580,811.0,True,True
AT2G21590,2765.0,True,True
AT2G21595,315.0,True,False
AT2G21600,1119.0,True,True
AT2G21610,1209.0,True,True
AT2G21620,1131.0,True,True
AT2G21630,2420.0,True,True
AT2G21640,735.0,True,True
AT2G21650,727.0,True,True
AT2G21655,562.0,True,True
AT2G21660,1165.0,True,True
AT2G21680,1290.0,True,True
AT2G21690,354.0,True,True
AT2G21700,72.0,True,False
AT2G21710,2237.0,True,True
AT2G21720,2373.0,True,False
AT2G21725,258.0,True,False
AT2G21727,514.0,True,False
AT2G21730,1809.0,True,False
AT2G21740,402.0,True,True
AT2G21750,408.0,True,False
AT2G21770,3962.0,True,True
AT2G21780,965.0,True,True
AT2G21790,3000.0,True,True
AT2G21800,2025.0,True,True
AT2G21820,556.0,True,True
AT2G21830,2143.0,True,True
AT2G21840,2990.0,True,False
AT2G21850,2668.0,True,True
AT2G21860,1814.0,True,True
AT2G21870,1242.0,True,True
AT2G21880,1316.0,True,True
AT2G21890,1159.0,True,True
AT2G21900,970.0,True,True
AT2G21905,,True,False
AT2G21910,1790.0,True,True
AT2G21920,837.0,True,True
AT2G21930,1538.0,True,True
AT2G21940,1890.0,True,True
AT2G21950,1472.0,True,True
AT2G21960,1280.0,True,True
AT2G21970,907.0,True,True
AT2G21990,1347.0,True,True
AT2G22000,811.0,True,True
AT2G22010,5143.0,True,True
AT2G22020,,False,True
AT2G22030,1152.0,True,True
AT2G22040,1080.0,True,True
AT2G22050,1090.0,True,True
AT2G22055,650.0,True,False
AT2G22060,1154.0,True,True
AT2G22070,2870.0,True,True
AT2G22080,1031.0,True,True
AT2G22090,1888.0,True,True
AT2G22100,2041.0,True,True
AT2G22110,74.0,True,False
AT2G22120,1540.0,True,True
AT2G22121,237.0,True,False
AT2G22122,769.0,True,False
AT2G22125,7205.0,True,True
AT2G22140,2131.0,True,False
AT2G22145,384.0,True,False
AT2G22150,,True,False
AT2G22155,411.0,True,False
AT2G22160,318.0,True,True
AT2G22170,1194.0,True,True
AT2G22180,1399.0,True,True
AT2G22190,1670.0,True,True
AT2G22200,1356.0,True,True
AT2G22210,,True,False
AT2G22230,971.0,True,True
AT2G22240,2273.0,True,True
AT2G22241,156.0,True,False
AT2G22250,2275.0,True,True
AT2G22260,2035.0,True,True
AT2G22270,1452.0,True,True
AT2G22280,73.0,True,False
AT2G22290,1063.0,True,True
AT2G22300,4103.0,True,True
AT2G22310,1562.0,True,True
AT2G22320,336.0,True,True
AT2G22330,2241.0,True,True
AT2G22335,,True,False
AT2G22340,1249.0,True,True
AT2G22345,186.0,True,False
AT2G22350,,True,True
AT2G22360,1744.0,True,True
AT2G22370,1027.0,True,True
AT2G22380,74.0,True,False
AT2G22390,,True,True
AT2G22400,2698.0,True,True
AT2G22410,2216.0,True,True
AT2G22420,1375.0,True,True
AT2G22425,896.0,False,True
AT2G22430,1651.0,True,True
AT2G22440,914.0,True,True
AT2G22450,2095.0,True,True
AT2G22460,1095.0,True,False
AT2G22470,837.0,True,True
AT2G22475,1938.0,True,True
AT2G22480,2227.0,True,True
AT2G22490,1743.0,True,True
AT2G22496,163.0,True,False
AT2G22500,2077.0,True,True
AT2G22510,762.0,True,True
AT2G22520,726.0,True,True
AT2G22530,3255.0,True,True
AT2G22540,1791.0,True,True
AT2G22550,,False,True
AT2G22560,3715.0,True,True
AT2G22570,1088.0,True,True
AT2G22580,73.0,True,False
AT2G22590,1624.0,True,True
AT2G22600,2167.0,True,True
AT2G22610,3539.0,True,True
AT2G22620,2658.0,True,True
AT2G22630,1371.0,True,True
AT2G22640,941.0,True,True
AT2G22650,1737.0,True,True
AT2G22660,3155.0,True,True
AT2G22668,157.0,True,False
AT2G22670,2058.0,True,True
AT2G22680,2386.0,True,True
AT2G22690,1688.0,True,True
AT2G22700,,False,True
AT2G22710,,True,False
AT2G22720,2375.0,True,True
AT2G22730,1990.0,True,False
AT2G22740,2671.0,True,True
AT2G22750,1404.0,True,True
AT2G22760,1521.0,True,True
AT2G22770,1551.0,True,True
AT2G22780,1996.0,True,True
AT2G22790,1296.0,True,False
AT2G22795,2679.0,True,False
AT2G22800,1311.0,True,True
AT2G22805,422.0,True,False
AT2G22807,558.0,True,False
AT2G22810,1736.0,True,True
AT2G22821,829.0,True,False
AT2G22830,2204.0,True,True
AT2G22840,2114.0,True,True
AT2G22850,1677.0,True,True
AT2G22860,654.0,True,True
AT2G22870,1750.0,True,True
AT2G22880,345.0,True,True
AT2G22890,1244.0,True,True
AT2G22900,1805.0,True,True
AT2G22910,2327.0,True,True
AT2G22920,1752.0,True,True
AT2G22930,1646.0,True,True
AT2G22940,306.0,False,True
AT2G22941,434.0,True,False
AT2G22942,453.0,True,False
AT2G22950,3308.0,True,True
AT2G22960,600.0,True,True
AT2G22970,1880.0,True,True
AT2G22980,2432.0,True,True
AT2G22990,2095.0,True,True
AT2G23000,2099.0,True,True
AT2G23010,1595.0,True,False
AT2G23020,72.0,True,False
AT2G23030,1409.0,True,True
AT2G23040,1341.0,True,True
AT2G23050,1820.0,True,True
AT2G23060,1511.0,True,True
AT2G23070,1846.0,True,True
AT2G23080,1391.0,True,True
AT2G23090,604.0,True,True
AT2G23093,1834.0,True,False
AT2G23096,899.0,True,False
AT2G23100,2705.0,True,True
AT2G23110,897.0,True,True
AT2G23120,793.0,True,True
AT2G23130,1252.0,True,True
AT2G23140,3532.0,True,True
AT2G23142,444.0,True,False
AT2G23148,548.0,True,False
AT2G23150,2016.0,True,True
AT2G23160,1275.0,True,True
AT2G23170,2118.0,True,True
AT2G23180,1805.0,True,True
AT2G23190,1632.0,True,False
AT2G23200,2650.0,True,True
AT2G23210,2010.0,False,True
AT2G23220,1548.0,True,True
AT2G23230,2401.0,False,True
AT2G23240,599.0,True,True
AT2G23250,1317.0,True,True
AT2G23260,1513.0,True,True
AT2G23270,631.0,True,True
AT2G23280,,False,True
AT2G23290,1527.0,True,True
AT2G23300,2981.0,True,True
AT2G23310,1305.0,True,True
AT2G23320,1284.0,True,True
AT2G23330,,True,True
AT2G23340,1206.0,True,True
AT2G23347,185.0,True,False
AT2G23348,1213.0,True,False
AT2G23350,2589.0,True,True
AT2G23360,3257.0,True,True
AT2G23370,1490.0,True,False
AT2G23380,3514.0,True,True
AT2G23390,1949.0,True,True
AT2G23400,1123.0,True,True
AT2G23410,1079.0,True,True
AT2G23420,2266.0,True,True
AT2G23430,1175.0,True,True
AT2G23440,470.0,True,True
AT2G23445,384.0,True,False
AT2G23450,3141.0,True,True
AT2G23460,3078.0,True,True
AT2G23470,1797.0,True,True
AT2G23480,,True,True
AT2G23490,,True,False
AT2G23500,,True,True
AT2G23510,1392.0,True,True
AT2G23520,3470.0,True,False
AT2G23530,1993.0,True,True
AT2G23540,1580.0,True,True
AT2G23550,1754.0,True,True
AT2G23560,1220.0,True,True
AT2G23570,952.0,True,True
AT2G23580,1126.0,True,True
AT2G23590,1005.0,True,True
AT2G23600,1579.0,True,False
AT2G23610,1602.0,True,True
AT2G23620,1111.0,True,True
AT2G23630,1958.0,True,True
AT2G23640,699.0,True,True
AT2G23650,72.0,True,False
AT2G23660,1422.0,True,True
AT2G23670,709.0,True,True
AT2G23672,1014.0,True,False
AT2G23673,,True,False
AT2G23680,1360.0,True,True
